u,g,r,i,z,modelFlux_u,modelFlux_g,modelFlux_r,modelFlux_i,modelFlux_z,petroRad_u,petroRad_g,petroRad_i,petroRad_r,petroRad_z,petroFlux_u,petroFlux_g,petroFlux_i,petroFlux_r,petroFlux_z,petroR50_u,petroR50_g,petroR50_i,petroR50_r,petroR50_z,psfMag_u,psfMag_r,psfMag_g,psfMag_i,psfMag_z,expAB_u,expAB_g,expAB_r,expAB_i,expAB_z,subclass,redshift,redshift_err
19.94744,18.43371,17.50245,17.05239,16.76074,10.49412,42.31676,99.77464,151.0236,197.5603,3.848266,3.684909,3.290631,3.522327,2.78955,9.936708,38.76602,127.4565,87.3075,162.9954,1.746701,1.742967,1.505772,1.599391,1.468851,21.24182,18.7494,19.65092,18.34124,18.03223,0.907514,0.6853064,0.669566,0.7278675,0.6670553,STARFORMING,0.1788921,1.37e-05
20.98696,20.22247,19.27867,18.97516,18.48465,4.024327,8.146264,19.43189,25.69884,40.36405,3.509809,3.540653,3.468824,3.198593,3.310194,4.524328,8.056602,24.79978,18.78676,34.82613,1.731558,1.703511,1.584512,1.59681,1.506879,22.2125,20.33868,21.26358,20.0413,19.44089,0.3578535,0.972346,0.8407236,0.9092562,0.6817552,STARBURST,0.3522364,2.12e-05
17.72714,16.38542,15.71888,15.34374,15.1016,81.12253,279.1457,515.7606,728.6234,910.6696,7.539877,8.187666,7.542438,7.802428,6.934907,76.4013,234.4113,550.9403,398.7552,632.8959,3.977117,3.698072,3.215441,3.411597,2.937042,20.01966,17.79625,18.66915,17.44056,17.10989,0.5639571,0.6314481,0.6332139,0.6499168,0.6616931,STARFORMING,0.07840838,8.7e-06
19.70105,18.25104,17.40113,16.94077,16.57616,13.16834,50.07066,109.5333,167.3745,234.1694,18.02031,3.668782,3.323864,3.528501,3.361536,12.3048,37.829,119.2759,80.98085,161.9503,2.379087,1.780778,1.575929,1.701738,1.501747,21.6301,19.32426,20.22352,18.91237,18.4844,0.2808801,0.3366576,0.3982919,0.4114728,0.477772,STARFORMING,0.0718331,1.35e-05
22.01785,21.62766,20.96205,20.80472,20.7893,1.546486,2.229615,4.11918,4.758729,4.720416,3.369423,2.218563,1.272536,1.608691,1.001474,1.568296,2.33224,3.789819,4.291409,3.259595,0.833226,0.9489292,0.5893417,0.7250935,0.5218146,22.08139,21.15656,21.75065,21.01505,20.9355,0.06497541,0.4632394,0.800333,0.6070771,0.05229275,STARBURST,0.3082882,2.36e-05
19.7646,18.82318,18.42103,18.0454,18.00791,12.41949,29.56144,42.81378,60.51118,62.62884,1.859053,2.052557,2.333477,2.271011,2.436048,9.17254,26.5586,55.05841,39.65915,58.07276,0.7641454,0.9983224,1.040919,1.071561,1.072274,20.3807,19.209,19.58224,18.84414,18.83887,0.9997663,0.7089651,0.6418049,0.6856346,0.5197552,STARBURST,0.08099604,6.86e-06
18.75433,17.75797,17.32372,16.97265,16.77653,31.49622,78.85136,117.6277,162.5317,194.7066,5.007262,5.029421,4.788379,4.925323,4.982935,30.39737,75.29937,144.6304,110.1747,161.8957,2.702824,2.616623,2.41356,2.501356,2.275483,20.5398,19.30594,19.64049,18.79996,18.59623,0.6489614,0.6410377,0.6500126,0.6927286,0.6301441,STARBURST,0.1033289,5.99e-06
18.81685,17.93169,17.72261,17.52794,17.39304,29.73387,67.19273,81.46222,97.45911,110.3476,4.663146,4.046802,3.927371,4.028876,4.014514,31.49616,69.2096,101.7279,84.33737,114.9204,2.080969,1.867289,1.827469,1.895557,1.907151,19.83253,18.73142,19.01699,18.66713,18.4355,0.1891856,0.189628,0.191823,0.2102756,0.2093979,STARBURST,0.04132064,6.27e-06
23.00315,22.38646,21.67759,21.31629,20.75078,0.5979725,1.102947,2.126126,2.964078,4.898921,1.611131,1.08191,1.440376,1.428908,1.550935,0.5875875,0.8405787,2.730781,1.900369,5.060996,0.7936524,0.6152562,0.7447518,0.7255435,0.7782324,23.05665,21.78563,22.46742,21.44693,20.83871,0.2888562,0.05,0.5203815,0.1495222,0.0886058,STARBURST,0.4513219,2.22e-05
15.17704,13.64513,12.88049,12.42965,12.11314,849.5364,3482.972,7043.755,10669.44,14280.56,29.99676,31.08106,31.85895,30.49401,29.67717,844.8376,3977.953,11467.4,7704.393,13807.46,13.7169,14.32939,14.23753,13.79389,13.16644,17.93755,16.26487,16.88661,15.73917,15.37996,0.6207799,0.6542742,0.6621444,0.6588878,0.5629229,STARFORMING,0.01661246,7.81e-06
22.23265,21.35896,21.35524,21.1364,21.72269,1.263883,2.857486,2.865135,3.501848,1.778456,1.020849,1.290617,1.198012,1.253914,1.024321,0.7988487,2.436074,3.077605,2.504392,1.163504,0.5144113,0.6500973,0.6152763,0.6540917,0.5656275,22.30809,21.64812,21.55953,21.47423,21.9257,0.1852371,0.9999397,0.9497077,0.9996492,0.2451575,STARBURST,0.03815902,9.87e-06
18.2209,17.43409,17.13214,16.93839,16.8038,51.47999,106.2583,140.3281,167.7428,189.8766,2.332972,2.696518,4.173649,3.045287,5.733318,34.71466,79.31458,140.2146,110.5211,162.0661,1.170311,1.381718,1.6458,1.514049,1.679371,19.59184,18.7226,18.79938,18.67434,18.36482,0.5705241,0.5120236,0.5235921,0.5260841,0.5176352,STARBURST,0.02730237,6.41e-06
20.06455,18.39867,17.65231,17.27812,17.00368,9.420687,43.70493,86.91139,122.6737,157.9488,2.534615,3.14966,3.037588,3.064409,2.797631,7.90255,46.99614,128.3424,90.21926,158.6505,1.267853,1.518595,1.441362,1.455832,1.344878,20.65195,18.33823,19.13036,18.03971,17.73204,0.2829102,0.5519572,0.5556252,0.5695581,0.5406746,STARFORMING,0.1000997,1.34e-05
18.15525,16.97372,16.59268,16.35508,16.2258,54.68884,162.3726,230.6368,287.0569,323.3524,8.79815,11.23831,12.04768,12.28618,10.0158,27.52293,157.7617,283.0554,238.3069,226.3932,2.96531,5.316218,5.361851,5.550979,4.015231,20.69743,19.7,19.78272,19.61422,19.31546,0.423113,0.4960025,0.5385046,0.5299536,0.4710483,STARBURST,0.03307973,6.82e-06
22.7305,21.92183,21.44058,21.03046,20.88369,0.7844856,1.69846,2.64777,3.862562,4.307662,2.969859,1.448045,1.583146,1.722923,1.430238,0.06611833,1.377752,2.764396,2.498786,1.851274,0.4384606,0.6988693,0.6766604,0.8113668,0.3873625,22.75723,21.55055,22.01142,21.12247,21.01533,0.5415089,0.05660078,0.05131631,0.4239306,0.05,STARBURST,0.1835625,2.1e-05
19.2049,18.02471,17.62242,17.46955,17.16612,20.79805,61.67595,89.33703,102.8436,135.9996,27.92244,7.777375,7.979703,7.884543,8.076917,23.95111,63.53116,106.8221,90.38631,132.5935,4.518587,4.340031,4.258118,4.301301,4.323686,22.54188,21.04177,21.09854,21.00037,20.31919,0.5774283,0.6344167,0.6269846,0.6496697,0.6183543,STARFORMING,0.05848695,1.18e-05
20.38489,18.55165,17.65717,17.20278,16.86632,7.012461,37.9611,86.52282,131.488,179.2519,4.908848,4.392105,3.717403,3.987613,3.548666,9.328914,42.09065,131.8847,89.88489,170.9984,2.213641,1.994894,1.717758,1.826877,1.633185,21.46015,18.7805,19.76917,18.40313,18.2324,0.5429764,0.4274,0.4675157,0.429883,0.430472,STARFORMING,0.1199929,2.43e-05
22.41952,21.6335,20.91675,20.41264,20.16195,1.058745,2.217607,4.294978,6.833521,8.550761,1.146305,1.664433,1.745945,1.64112,3.219141,0.5962424,2.068825,6.990261,4.284728,8.959745,0.5675639,0.8755478,0.875042,0.8641825,0.8839084,22.40596,20.99669,21.71522,20.502,20.19241,0.05,0.07525002,0.9996632,0.899867,0.05880036,STARBURST,0.1274126,1.71e-05
18.27565,16.87493,16.28899,15.9642,15.75845,48.94824,177.8395,305.0743,411.4512,497.2986,27.92541,12.47547,11.98156,12.32046,13.30363,38.49504,187.8703,399.0331,303.8314,512.1133,4.501233,5.963021,5.437933,5.532845,5.7997,21.45629,19.5194,20.10479,19.152,18.92474,0.6979735,0.7390633,0.7386168,0.7567956,0.6888933,STARFORMING,0.05054482,2.13e-05
18.9941,17.81393,17.3627,17.09976,16.87368,25.25502,74.89051,113.4803,144.5759,178.0413,7.972509,6.992951,6.621854,6.710523,7.531481,29.55239,77.07423,142.3294,113.0907,195.3841,3.601582,3.323541,3.132169,3.164339,3.47014,21.5063,19.72343,20.29106,19.44968,19.27294,0.5999634,0.5722197,0.5801218,0.5705048,0.6141727,STARFORMING,0.04399675,2.03e-05
25.16626,22.03801,20.6094,19.81768,19.34774,-0.1426316,1.525082,5.70227,11.82569,18.20494,2.970762,2.971015,2.722871,2.28005,2.61099,0.7161896,1.608941,12.17478,5.106616,13.52561,2.866019,1.445921,1.267837,1.051958,1.060703,25.59023,20.93656,22.26019,20.14411,19.69228,0.05,0.05,0.2430235,0.1940718,0.05,STARFORMING,0.4660488,6.2e-05
18.69787,17.85996,17.51209,17.18751,17.07917,33.17766,71.78183,98.89284,133.3513,147.3398,2.762191,3.322783,3.112103,3.346762,3.186339,26.08961,59.33685,114.2237,86.64384,115.1861,1.372042,1.520329,1.507885,1.620495,1.448065,19.58247,18.65376,18.90227,18.40971,18.12481,0.4753241,0.6407085,0.6862321,0.6773247,0.6545292,STARBURST,0.1220119,8.18e-06
21.95341,21.95754,21.58893,21.55848,21.39312,1.642544,1.64319,2.308131,2.36656,2.57417,1.395705,1.329225,1.347523,1.349176,1.242913,1.078721,1.140327,2.021906,2.02384,2.178131,0.7021859,0.7104278,0.6903604,0.7039523,0.6339305,22.07983,21.9107,22.06835,21.90912,21.67882,0.09735963,0.05,0.8997572,0.8500082,0.1109136,STARBURST,0.09009064,1.09e-05
19.06881,17.82226,17.19446,16.86867,16.63883,23.57553,74.31799,132.5004,178.867,221.036,4.735121,4.986516,4.65787,4.903364,4.462395,25.70567,75.14655,162.4232,124.6046,193.0688,2.803747,2.656126,2.400071,2.467827,2.368299,21.1772,19.32922,19.96603,19.02418,18.71645,0.7509552,0.8804465,0.8838446,0.8610486,0.8194287,STARFORMING,0.08576655,1.16e-05
17.82418,16.84968,16.4945,16.24264,16.12121,74.18672,182.0236,252.4637,318.3792,356.0528,6.606676,7.3869,7.129094,7.484036,7.280453,69.89902,178.6135,306.4757,250.5216,336.0627,3.354537,3.500361,3.434053,3.5373,3.375973,19.95449,18.92734,19.14964,18.63978,18.56901,0.6000009,0.6797702,0.677861,0.6958154,0.6429088,STARBURST,0.05383214,6.84e-06
19.13114,18.02558,17.38822,16.97725,16.78697,22.26013,61.62626,110.8436,161.8453,192.8438,3.464546,3.249457,3.42534,3.532687,4.10155,17.02156,51.05328,136.4931,95.99707,174.4117,1.540273,1.560555,1.599352,1.655446,1.75983,19.90455,18.51954,19.03961,18.10835,17.8495,0.3250804,0.6171768,0.611169,0.5652809,0.6108794,STARBURST,0.09984954,9.77e-06
24.91028,22.29624,21.46368,20.8536,20.72467,-0.0718389,1.199722,2.591781,4.548643,5.02343,4.584409,1.455592,1.255139,1.459218,0.9311206,0.2737274,1.050629,2.993472,2.154974,3.141409,2.217114,0.7624043,0.5503454,0.6911764,0.4801891,24.852,21.6924,22.43426,21.05785,20.79948,0.09998366,0.9834824,0.9931372,0.1999616,0.1130334,STARBURST,0.5084824,5.32e-05
21.76847,21.34096,21.44611,21.42635,20.72547,1.951607,2.905357,2.634264,2.676138,5.019576,1.477846,1.366689,1.418871,1.343223,1.227,1.935575,2.450528,2.466076,2.276625,3.630134,0.7678362,0.7043289,0.6950215,0.6775369,0.4878608,21.85378,21.62074,21.46,21.64103,20.77596,0.9520175,0.6760971,0.2047556,0.7384351,0.3491155,STARBURST,0.03925812,1.12e-05
18.60602,17.5018,17.03669,16.62114,16.54363,36.10647,99.83392,153.2231,224.6703,241.2921,3.449241,3.453743,3.295387,3.365454,3.053534,35.50461,98.34711,223.9734,153.0609,232.7235,1.379184,1.499685,1.399838,1.464387,1.323358,19.15877,17.68361,18.0716,17.34797,17.30086,0.7219524,0.8132399,0.711282,0.7023295,0.5932847,STARBURST,0.09294713,6.57e-06
21.79618,20.99047,20.20495,19.87297,19.4799,1.901935,4.014137,8.278091,11.23825,16.11115,1.307953,1.428935,5.075429,1.424266,1.314765,0.8772403,3.57655,10.44222,8.077211,15.1129,0.4705754,0.6959602,0.6636169,0.7265511,0.6582969,21.85778,20.36661,21.09361,20.05622,19.66035,0.05,0.242929,0.6345297,0.8295372,0.6796212,STARBURST,0.3559939,1.79e-05
17.35649,17.06446,17.00406,17.16004,17.1657,114.1312,149.3545,157.8985,136.767,136.0527,7.815401,14.73294,14.62125,16.64943,7.419277,68.46923,123.3953,104.9025,144.1767,0.4989084,3.150025,5.498445,4.995637,6.080261,0.1145676,19.61008,19.70923,19.37162,19.73387,19.5521,0.3389918,0.3115338,0.3297741,0.3154774,0.3363858,STARBURST,0.007904154,5.2e-06
19.24897,17.59975,16.79054,16.35386,16.04881,19.97065,91.22231,192.214,287.381,380.6061,7.852264,5.492048,5.233007,5.314694,5.583078,21.50494,89.9405,277.2363,193.3347,368.8236,2.706002,2.565527,2.315922,2.431541,2.395466,20.18051,17.97491,18.58822,17.62291,17.17255,0.2364043,0.2583995,0.2613342,0.260501,0.2522065,STARFORMING,0.04211688,1.69e-05
19.54413,18.24478,17.55481,17.12568,16.8761,15.21632,50.35999,95.07679,141.1645,177.6449,4.462604,4.877047,4.61017,4.922856,4.266273,15.65,48.57595,131.2879,87.64272,160.4959,2.334722,2.29698,2.138768,2.182806,2.044541,21.00091,19.08311,19.86146,18.78404,18.51189,0.3388885,0.3172377,0.3183033,0.3293209,0.3260564,STARBURST,0.1241138,6.18e-06
19.04648,17.39312,16.59329,16.16612,15.82261,24.06546,110.3443,230.5062,341.6261,468.7639,6.659395,5.931066,5.631495,5.802403,5.561562,26.96365,111.8113,332.7476,227.7956,456.5703,3.078708,2.790228,2.6076,2.670049,2.627894,20.69255,18.3616,19.26208,17.90043,17.53598,0.4249263,0.4138093,0.416581,0.4375397,0.4346444,STARFORMING,0.06001808,1.68e-05
19.13279,18.07815,17.46235,17.09873,16.83818,22.22622,58.71352,103.5284,144.7132,183.9588,11.12823,7.247443,6.658294,7.293233,7.264713,30.45424,56.24038,134.7213,100.3667,176.9179,4.84947,3.46348,3.297878,3.392639,3.347997,21.16268,19.56425,20.0551,19.15993,18.98242,0.7105656,0.8076314,0.8046634,0.7808887,0.8380886,STARFORMING,0.1161772,1.5e-05
17.81977,16.47432,15.79184,15.39287,15.12081,74.48847,257.201,482.2415,696.3922,894.6951,10.01465,10.03697,9.596608,9.796078,9.393423,79.15273,252.0638,664.3846,474.1503,844.4477,5.227626,4.826811,4.552167,4.706742,4.537052,20.54081,18.99966,19.52935,18.50309,18.03017,0.4191751,0.5057917,0.5098798,0.5179563,0.5110943,STARFORMING,0.05854256,7.76e-06
19.05053,17.85414,17.4173,17.11156,16.93628,23.97584,72.16791,107.9144,143.0132,168.0666,9.579156,8.366299,7.915381,8.278422,7.165676,25.85631,71.88432,131.2504,103.4045,137.5516,4.311383,4.068971,3.698529,3.866302,3.272408,21.03214,19.65413,20.23421,19.37944,19.14869,0.9560764,0.9117534,0.89122,0.8958972,0.9998936,STARBURST,0.07543447,1.01e-05
18.82469,17.80397,17.33431,17.00803,16.88191,29.5198,75.58109,116.4864,157.3215,176.6959,4.097704,4.065177,4.099855,4.084501,4.189043,28.30905,70.0144,152.7644,110.2529,169.9325,2.170396,2.078856,2.113032,2.098955,2.142331,20.03616,18.74674,19.09991,18.46935,18.34184,0.7943324,0.894065,0.9032059,0.9067163,0.8972391,STARBURST,0.06844046,7.36e-06
17.75304,16.28401,15.59277,15.24551,14.94666,79.2107,306.4755,579.2857,797.6179,1050.356,6.374793,6.02321,4.875256,5.193201,4.764765,79.26253,294.8601,740.5359,539.4833,942.9446,2.492982,2.371053,2.074613,2.138643,2.028047,18.93762,16.9353,17.56733,16.63979,16.27811,0.5457093,0.5888161,0.5777229,0.572399,0.6125196,STARFORMING,0.03333023,1.1e-05
19.41549,18.27056,17.77485,17.44885,17.23365,17.13069,49.17866,77.6349,104.8234,127.7981,4.376149,4.013509,4.030945,4.163188,4.115445,17.71998,46.343,102.4254,75.11275,118.0961,2.202118,2.065284,2.071694,2.077739,2.024688,21.26208,19.68293,20.08095,19.40108,18.95638,0.9374996,0.8499737,0.89125,0.8808342,0.8750798,STARFORMING,0.09353706,8.04e-06
19.89572,18.52095,17.61641,17.16921,16.87057,11.00633,39.0498,89.83302,135.6173,178.5518,6.286582,8.041366,5.106717,5.410031,6.316597,11.4134,41.91762,121.9889,82.0992,164.0786,2.539985,2.822479,2.225775,2.254458,2.28425,21.20298,18.99986,19.87085,18.61588,18.27419,0.7204898,0.5252217,0.5235396,0.5611455,0.5916131,STARFORMING,0.1508701,1.75e-05
19.52242,18.61772,18.2168,17.88703,17.78933,15.52378,35.71988,51.67453,70.01429,76.59965,3.893308,3.894558,11.54971,4.192694,4.022972,13.84828,35.58632,70.05798,51.94361,69.88023,1.716091,1.91545,1.930891,1.941596,1.866364,20.42483,19.3723,19.69142,19.02111,18.81217,0.4738803,0.5706846,0.5936019,0.6040306,0.4560303,STARBURST,0.1426337,7.59e-06
19.53071,18.64013,18.13531,17.72607,17.64669,15.40566,34.98991,55.70257,81.20238,87.35619,3.590948,3.390271,3.546093,3.604746,3.655287,14.56497,31.88251,73.97908,53.15131,79.03103,1.801039,1.681774,1.683424,1.744936,1.631977,20.34671,19.30052,19.73037,18.85159,18.78389,0.6003826,0.6661758,0.6587308,0.670328,0.6211963,STARBURST,0.155093,6.98e-06
19.1596,18.26921,17.94618,17.60949,17.49758,21.68415,49.23941,66.30176,90.40746,100.218,3.179745,3.008075,2.792318,2.758876,2.861381,22.41864,49.56832,91.54926,66.96722,99.17577,1.476272,1.44801,1.346864,1.345945,1.397657,19.94748,18.99793,19.12477,18.63567,18.38186,0.7660105,0.7761744,0.7610373,0.8062555,0.7405331,STARBURST,0.0731266,5.81e-06
20.0286,19.36919,18.51745,18.15996,17.85756,9.737993,17.87776,39.1757,54.45174,71.93294,1.822176,2.507629,2.249491,2.124575,3.170579,8.489697,16.9877,52.96335,38.58823,79.02317,1.017075,1.24277,1.071469,1.047648,1.263445,20.23332,18.87341,19.60855,18.54501,18.21922,0.3749702,0.9338146,0.7902153,0.859637,0.6297036,STARFORMING,0.2913699,2.48e-05
18.20378,17.60102,17.50411,17.20002,17.19618,52.29777,91.11572,99.62204,131.823,132.2865,2.312845,2.560025,2.775897,2.785468,2.969425,45.15134,83.37055,122.6244,93.61491,124.6406,1.155781,1.243928,1.25833,1.30142,1.297774,18.80331,18.31083,18.33458,18.04749,17.99623,0.9581133,0.7713227,0.7700124,0.7651045,0.7974524,STARBURST,0.0788089,7.14e-06
20.8049,20.30361,20.58634,20.75888,21.90234,4.760655,7.559515,5.82476,4.964544,1.41826,1.303006,1.421304,1.219743,1.289285,1.059926,3.966812,6.404102,4.149584,5.207631,0.84734,0.7154608,0.7286901,0.6395313,0.6789649,0.526352,21.08684,21.09539,20.57852,21.22862,22.16175,0.2936949,0.3978285,0.7157314,0.665346,0.956912,STARBURST,0.02477145,6.01e-06
19.72398,18.58192,17.73711,17.33633,16.99446,12.89304,36.91719,80.38135,116.2702,159.2971,5.751094,4.985487,4.612983,4.399012,4.517792,16.55187,41.70926,124.5824,87.26292,172.3941,2.619028,2.30703,2.124247,2.176292,2.191814,21.1138,19.35413,20.07434,19.03113,18.57733,0.8395437,0.9121588,0.8616577,0.8521841,0.8654291,STARFORMING,0.1613058,1.37e-05
17.89555,16.1704,15.40342,15.00147,14.70513,69.46716,340.2839,689.6567,998.6453,1312.037,8.107432,8.165606,8.185142,8.148314,7.452137,52.75329,277.4438,800.5518,560.1752,965.3586,3.233057,3.604561,3.47969,3.52273,3.121153,19.88246,17.63932,18.24112,17.18345,16.79882,0.6498975,0.5922633,0.6121729,0.6108778,0.6285629,STARFORMING,0.02923532,1.24e-05
16.75836,15.48521,14.88834,14.52924,14.3007,197.995,639.609,1108.321,1542.785,1904.237,15.13421,14.96961,14.55006,14.60254,14.59968,241.6403,720.3751,1624.793,1182.865,1990.838,7.348374,7.175135,6.719838,6.82942,6.749619,20.2165,18.04062,18.62782,17.69545,17.20094,0.6946656,0.6999152,0.7198493,0.7326245,0.7880984,STARFORMING,0.05470109,1.45e-05
20.34894,18.57344,17.61411,17.15578,16.84647,7.248704,37.2067,90.02297,137.3055,182.5605,27.93133,4.541661,3.326968,3.535355,2.739417,10.71309,38.71381,128.0958,85.46014,164.0925,3.142086,1.75341,1.475313,1.580089,1.367702,21.15329,18.38161,19.40092,17.95828,17.62388,0.2145666,0.4085911,0.3126022,0.3223549,0.4524633,STARFORMING,0.08769956,2.55e-05
18.53222,17.61011,17.35186,17.08258,17.02193,38.6461,90.35564,114.6188,146.8818,155.3169,3.72886,3.638847,3.935685,4.001185,4.303948,37.72956,89.69787,152.4679,116.494,174.075,1.816703,1.783199,1.923215,1.947303,2.025971,19.44391,18.31837,18.7455,18.13169,18.2293,0.6824268,0.7168789,0.7202704,0.7107097,0.6851875,STARBURST,0.08213638,7.09e-06
18.22221,17.21921,16.7795,16.49073,16.38029,51.41755,129.5139,194.1781,253.3432,280.4669,6.559734,6.222567,6.140627,6.109077,6.377169,49.60364,123.9502,240.1563,185.2328,268.11,3.072245,3.030491,2.949007,3.021105,2.986529,20.42344,19.13171,19.55575,18.90886,18.77898,0.6999896,0.8198984,0.8076044,0.8019005,0.7788856,STARBURST,0.08413618,7.94e-06
17.76675,16.51865,15.96893,15.62891,15.44622,78.21624,246.9106,409.6653,560.3179,662.9957,15.00187,14.47463,13.05056,13.57602,11.84432,96.50201,267.9455,558.1292,422.4665,564.8665,7.635763,6.998925,6.420589,6.619659,5.486237,20.8379,18.99304,19.50285,18.56312,18.23693,0.5641105,0.5586313,0.5582662,0.5598844,0.5349386,STARFORMING,0.05590278,1.1e-05
18.35592,16.76975,15.95592,15.53714,15.25572,45.45992,195.9294,414.6005,609.7405,790.156,13.77698,9.292562,8.936587,9.023042,8.412213,43.04259,148.6955,445.8532,310.2705,557.2821,5.372831,4.169565,3.996293,4.124929,3.868086,20.59133,18.4451,19.14655,18.05326,17.76274,0.629791,0.5743501,0.5845407,0.5911992,0.5843039,STARFORMING,0.06566004,1.53e-05
19.85677,17.94048,17.33028,16.94342,16.66309,11.40844,66.65092,116.9197,166.9667,216.1523,4.668935,6.008027,5.753885,5.896719,14.91147,10.8834,64.04276,156.0403,109.0129,214.2114,2.532445,2.756421,2.569993,2.597834,2.790092,21.4543,19.16779,19.65085,18.92684,18.48044,0.1999549,0.2445829,0.2401387,0.2267687,0.2318972,STARFORMING,0.06770632,9.79e-06
18.94823,17.58681,16.89944,16.47045,16.17792,26.34484,92.31535,173.8705,258.1181,337.9313,3.034051,3.051674,2.893966,2.937142,2.947845,27.98065,94.75003,261.637,182.0913,343.1398,1.602754,1.506014,1.411545,1.428091,1.417374,19.7895,17.90266,18.5345,17.44353,17.13878,0.8073125,0.8518183,0.832122,0.8253565,0.8350453,STARFORMING,0.08414311,1.03e-05
19.44044,18.39896,17.81544,17.42953,17.21194,16.74139,43.69311,74.78609,106.7053,130.3802,4.540819,3.879415,3.538785,3.75536,8.252546,17.97795,43.89627,100.9526,72.89153,130.8187,2.196589,1.980434,1.814568,1.884668,1.989511,20.83404,19.36478,19.83587,18.98709,18.7181,0.4570003,0.5866279,0.6368135,0.6187534,0.6784492,STARBURST,0.1452751,5.72e-06
18.19618,17.03677,16.46541,16.05644,15.84606,52.66513,153.212,259.3201,377.9395,458.7475,4.216253,5.788536,5.964777,6.094067,6.288315,37.27817,124.0667,311.2281,216.4452,386.8485,2.179113,2.638344,2.641326,2.732809,2.781742,19.75548,18.28016,18.68961,17.98392,17.62497,0.8446386,0.7848747,0.7959366,0.8472091,0.8849006,STARBURST,0.05642939,6.14e-06
19.07518,18.03412,17.53439,17.15981,17.00475,23.43764,61.14341,96.88246,136.7961,157.7943,3.842512,3.845245,3.388723,3.561212,3.736933,24.5077,62.39023,135.5949,97.72694,157.7653,1.923367,1.881276,1.644656,1.721543,1.742071,19.86927,18.41293,18.81627,18.09162,17.81903,0.8784711,0.8073815,0.8092171,0.8432314,0.8824542,STARBURST,0.1083952,7.02e-06
18.6918,17.59579,16.98807,16.55798,16.39488,33.3634,91.55557,160.2399,238.1274,276.7235,3.18015,3.283813,3.267669,3.394907,3.150461,28.77647,82.64136,210.5294,146.0819,237.3371,1.398082,1.490379,1.440715,1.514913,1.402443,19.71424,18.09176,18.66733,17.66548,17.49317,0.611078,0.7162688,0.7094321,0.6598848,0.6139871,STARBURST,0.1193,1e-05
